sentimen,tweet,tweet_lowercase,tweet_tokenized,tweet_stemmed,tweet_process
negatif,"Ekonomi kita salah arah yg disalahkn wowo presiden sebelumnya. Ada byk presiden seblm pak jokowi kira2 siapa yg dimaksud. Sy pribadi jelas itu @SBYudhoyono ini buktinya, sejak 2009 dan 2014 wowo sdh menyalahkn SBY.â¬‡â¬‡â¬‡ @RachlanNashidik @AgusYudhoyono #bukansalahbapak pic.twitter.com/zh7JlKvJbZ","Ekonomi kita salah arah yg disalahkn wowo presiden sebelumnya. Ada byk presiden seblm pak jokowi kira2 siapa yg dimaksud. Sy pribadi jelas itu @SBYudhoyono ini buktinya, sejak 2009 dan 2014 wowo sdh menyalahkn SBY.â¬‡â¬‡â¬‡ @RachlanNashidik @AgusYudhoyono #bukansalahbapak pic.twitter.com/zh7JlKvJbZ","['Ekonomi', 'kita', 'salah', 'arah', 'yg', 'disalahkn', 'wowo', 'presiden', 'sebelumnya', '.', 'Ada', 'byk', 'presiden', 'seblm', 'pak', 'jokowi', 'kira', '2', 'siapa', 'yg', 'dimaksud', '.', 'Sy', 'pribadi', 'jelas', 'itu', '@SBYudhoyono', 'ini', 'buktinya', ',', 'sejak', '2009', 'dan', '2014', 'wowo', 'sdh', 'menyalahkn', 'SBY', '.', 'â', '¬', '‡', 'â', '¬', '‡', 'â', '¬', '‡', '@RachlanNashidik', '@AgusYudhoyono', '#bukansalahbapak', 'pic.twitter.com/zh7JlKvJbZ']","['ekonomi', 'kita', 'salah', 'arah', 'yg', 'disalahkn', 'wowo', 'presiden', 'belum', '', 'ada', 'byk', 'presiden', 'seblm', 'pak', 'jokowi', 'kira', '2', 'siapa', 'yg', 'maksud', '', 'sy', 'pribadi', 'jelas', 'itu', 'sbyudhoyono', 'ini', 'bukti', '', 'sejak', '2009', 'dan', '2014', 'wowo', 'sdh', 'menyalahkn', 'sby', '', '', '', '', '', '', '', '', '', '', 'rachlannashidik', 'agusyudhoyono', 'bukansalahbapak', 'pic twitter com zh7jlkvjbz']",ekonomi kita salah arah yg disalahkn wowo presiden belum  ada byk presiden seblm pak jokowi kira  siapa yg maksud  sy pribadi jelas itu sbyudhoyono ini bukti  sejak  dan  wowo sdh menyalahkn sby           rachlannashidik agusyudhoyono bukansalahbapak pic twitter com zhjlkvjbz
netral,Maksimal Itu dari Rakyat yg membayar pajak harga rendah Coba pikir 2 kali,Maksimal Itu dari Rakyat yg membayar pajak harga rendah Coba pikir 2 kali,"['Maksimal', 'Itu', 'dari', 'Rakyat', 'yg', 'membayar', 'pajak', 'harga', 'rendah', 'Coba', 'pikir', '2', 'kali']","['maksimal', 'itu', 'dari', 'rakyat', 'yg', 'bayar', 'pajak', 'harga', 'rendah', 'coba', 'pikir', '2', 'kali']",maksimal itu dari rakyat yg bayar pajak harga rendah coba pikir  kali
negatif,Ucapan ataupun pernyataan Bowo mengenai kesalahan orientasi ekonomi negeri ini yg kemudian ditujukan ke Presiden sebelum Jokowi sungguh membuat luka tersendiri untuk Demokrat  #PrabowoSalahkanSBY,Ucapan ataupun pernyataan Bowo mengenai kesalahan orientasi ekonomi negeri ini yg kemudian ditujukan ke Presiden sebelum Jokowi sungguh membuat luka tersendiri untuk Demokrat  #PrabowoSalahkanSBY,"['Ucapan', 'ataupun', 'pernyataan', 'Bowo', 'mengenai', 'kesalahan', 'orientasi', 'ekonomi', 'negeri', 'ini', 'yg', 'kemudian', 'ditujukan', 'ke', 'Presiden', 'sebelum', 'Jokowi', 'sungguh', 'membuat', 'luka', 'tersendiri', 'untuk', 'Demokrat', '#PrabowoSalahkanSBY']","['ucap', 'atau', 'nyata', 'bowo', 'kena', 'salah', 'orientasi', 'ekonomi', 'negeri', 'ini', 'yg', 'kemudian', 'tuju', 'ke', 'presiden', 'belum', 'jokowi', 'sungguh', 'buat', 'luka', 'sendiri', 'untuk', 'demokrat', 'prabowosalahkansby']",ucap atau nyata bowo kena salah orientasi ekonomi negeri ini yg kemudian tuju ke presiden belum jokowi sungguh buat luka sendiri untuk demokrat prabowosalahkansby
negatif,Mungkin Prabowo meneladani karyawan PTKiani. Konon uda lama juga gak ambil gaji. Apa benar?,Mungkin Prabowo meneladani karyawan PTKiani. Konon uda lama juga gak ambil gaji. Apa benar?,"['Mungkin', 'Prabowo', 'meneladani', 'karyawan', 'PTKiani', '.', 'Konon', 'uda', 'lama', 'juga', 'gak', 'ambil', 'gaji', '.', 'Apa', 'benar', '?']","['mungkin', 'prabowo', 'teladan', 'karyawan', 'ptkiani', '', 'konon', 'uda', 'lama', 'juga', 'gak', 'ambil', 'gaji', '', 'apa', 'benar', '']",mungkin prabowo teladan karyawan ptkiani  konon uda lama juga gak ambil gaji  apa benar 
netral,"Jika Menang Pilpres, Prabowo dan Sandiaga Pastikan Tak Akan Ambil Gaji  https://amp.suara.com/news/2019/04/13/225552/jika-menang-pilpres-prabowo-dan-sandiaga-pastikan-tak-akan-ambil-gaji?utm_source=facebook&utm_medium=fp&utm_campaign=oxtaÂ â€¦","Jika Menang Pilpres, Prabowo dan Sandiaga Pastikan Tak Akan Ambil Gaji  https://amp.suara.com/news/2019/04/13/225552/jika-menang-pilpres-prabowo-dan-sandiaga-pastikan-tak-akan-ambil-gaji?utm_source=facebook&utm_medium=fp&utm_campaign=oxtaÂ â€¦","['Jika', 'Menang', 'Pilpres', ',', 'Prabowo', 'dan', 'Sandiaga', 'Pastikan', 'Tak', 'Akan', 'Ambil', 'Gaji', 'https://amp.suara.com/news/2019/04/13/225552/jika-menang-pilpres-prabowo-dan-sandiaga-pastikan-tak-akan-ambil-gaji?utm_source=facebook&utm_medium=fp&utm_campaign=oxtaÂ', 'â', '€', '¦']","['jika', 'menang', 'pilpres', '', 'prabowo', 'dan', 'sandiaga', 'pasti', 'tak', 'akan', 'ambil', 'gaji', 'https amp suara com news 2019 04 13 225552 jika-menang-pilpres-prabowo-dan-sandiaga-pastikan-tak-akan-ambil-gaji utm source facebook utm medium fp utm campaign oxta', '', '', '']",jika menang pilpres  prabowo dan sandiaga pasti tak akan ambil gaji  amp suara com news     jikamenangpilpresprabowodansandiagapastikantakakanambilgaji utm source facebook utm medium fp utm campaign oxta   
netral,Yg Gak Menghargai Bukan Pak Jokowi Bang Andi.,Yg Gak Menghargai Bukan Pak Jokowi Bang Andi.,"['Yg', 'Gak', 'Menghargai', 'Bukan', 'Pak', 'Jokowi', 'Bang', 'Andi', '.']","['yg', 'gak', 'harga', 'bukan', 'pak', 'jokowi', 'bang', 'andi', '']",yg gak harga bukan pak jokowi bang andi 
negatif,"Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ #PrabowoSalahkanSBY","Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ #PrabowoSalahkanSBY","['Bowo', 'dalam', 'debat', 'mengatakan', ',', 'orientasi', 'ekonomi', 'Indonesia', 'tidak', 'berada', 'di', 'jalur', 'yang', 'benar', '.', 'Meskipun', 'mengatakan', 'itu', ',', 'dirinya', 'tidak', 'menyalahkan', 'Jokowi', ',', 'namun', 'para', 'pemimpin', 'sebelum', 'Jokowi', 'https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ', 'â', '€', '¦', '#PrabowoSalahkanSBY']","['bowo', 'dalam', 'debat', 'kata', '', 'orientasi', 'ekonomi', 'indonesia', 'tidak', 'ada', 'di', 'jalur', 'yang', 'benar', '', 'meski', 'kata', 'itu', '', 'diri', 'tidak', 'salah', 'jokowi', '', 'namun', 'para', 'pimpin', 'belum', 'jokowi', 'https www suara com news 2019 04 13 224020 partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpres', '', '', '', 'prabowosalahkansby']",bowo dalam debat kata  orientasi ekonomi indonesia tidak ada di jalur yang benar  meski kata itu  diri tidak salah jokowi  namun para pimpin belum jokowi  www suara com news     partaidemokratngamukprabowodinilaisalahkansbysaatdebatpilpres    prabowosalahkansby
positif,Nyo buka youtube. Dngerin sekali lg yg ditanyain pak jokowi. Yg jd pembahasan awal kan bkn masalah e sport tapi pokok utamanya adl ekonomi digital. Dan Mobile legend cm jadi salah satu contoh.,Nyo buka youtube. Dngerin sekali lg yg ditanyain pak jokowi. Yg jd pembahasan awal kan bkn masalah e sport tapi pokok utamanya adl ekonomi digital. Dan Mobile legend cm jadi salah satu contoh.,"['Nyo', 'buka', 'youtube', '.', 'Dngerin', 'sekali', 'lg', 'yg', 'ditanyain', 'pak', 'jokowi', '.', 'Yg', 'jd', 'pembahasan', 'awal', 'kan', 'bkn', 'masalah', 'e', 'sport', 'tapi', 'pokok', 'utamanya', 'adl', 'ekonomi', 'digital', '.', 'Dan', 'Mobile', 'legend', 'cm', 'jadi', 'salah', 'satu', 'contoh', '.']","['nyo', 'buka', 'youtube', '', 'dngerin', 'sekali', 'lg', 'yg', 'ditanyain', 'pak', 'jokowi', '', 'yg', 'jd', 'bahas', 'awal', 'kan', 'bkn', 'masalah', 'e', 'sport', 'tapi', 'pokok', 'utama', 'adl', 'ekonomi', 'digital', '', 'dan', 'mobile', 'legend', 'cm', 'jadi', 'salah', 'satu', 'contoh', '']",nyo buka youtube  dngerin sekali lg yg ditanyain pak jokowi  yg jd bahas awal kan bkn masalah e sport tapi pokok utama adl ekonomi digital  dan mobile legend cm jadi salah satu contoh 
negatif,"Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY","Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY","['Bung', 'Bowo', 'menyebut', 'kesalahan', 'arah', 'ekonomi', 'Indonesia', 'tidak', 'semata', 'salah', 'Jokowi', ',', 'tetapi', 'juga', 'presiden-presiden', 'sebelumnya', 'https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ', 'â', '€', '¦', '#PrabowoSalahkanSBY']","['bung', 'bowo', 'sebut', 'salah', 'arah', 'ekonomi', 'indonesia', 'tidak', 'semata', 'salah', 'jokowi', '', 'tetapi', 'juga', 'presiden', 'belum', 'https www cnnindonesia com nasional 20190413223315-32-386119 demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowi', '', '', '', 'prabowosalahkansby']",bung bowo sebut salah arah ekonomi indonesia tidak semata salah jokowi  tetapi juga presiden belum  www cnnindonesia com nasional  demokratkritikprabowosalahkanpresidensebelumjokowi    prabowosalahkansby
netral,@SandiUno @Prabowo @MardaniAliSera @FadliZon Bersama pak @prabowo dan bang @sandiuno kami akan turunkan harga listrik dan kebutuhan yg terjangkau tanpa mengeluarkan kartu kartu baru. #PrabowoSandiOKBanget. #02MenangDebat. #2019GantiPresiden. #AaGymPilihPr,@SandiUno @Prabowo @MardaniAliSera @FadliZon Bersama pak @prabowo dan bang @sandiuno kami akan turunkan harga listrik dan kebutuhan yg terjangkau tanpa mengeluarkan kartu kartu baru. #PrabowoSandiOKBanget. #02MenangDebat. #2019GantiPresiden. #AaGymPilihPr,"['@SandiUno', '@Prabowo', '@MardaniAliSera', '@FadliZon', 'Bersama', 'pak', '@prabowo', 'dan', 'bang', '@sandiuno', 'kami', 'akan', 'turunkan', 'harga', 'listrik', 'dan', 'kebutuhan', 'yg', 'terjangkau', 'tanpa', 'mengeluarkan', 'kartu', 'kartu', 'baru', '.', '#PrabowoSandiOKBanget', '.', '#02MenangDebat', '.', '#2019GantiPresiden', '.', '#AaGymPilihPr']","['sandiuno', 'prabowo', 'mardanialisera', 'fadlizon', 'sama', 'pak', 'prabowo', 'dan', 'bang', 'sandiuno', 'kami', 'akan', 'turun', 'harga', 'listrik', 'dan', 'butuh', 'yg', 'jangkau', 'tanpa', 'keluar', 'kartu', 'kartu', 'baru', '', 'prabowosandiokbanget', '', '02menangdebat', '', '2019gantipresiden', '', 'aagympilihpr']",sandiuno prabowo mardanialisera fadlizon sama pak prabowo dan bang sandiuno kami akan turun harga listrik dan butuh yg jangkau tanpa keluar kartu kartu baru  prabowosandiokbanget  menangdebat  gantipresiden  aagympilihpr
negatif,"Dan Perut Rakyat, tidak bisa di isi dengan Kartu Semata... Ekonomi itu tidak sekedar Meroket ape lagi TekorðŸ¤£ðŸ˜†","Dan Perut Rakyat, tidak bisa di isi dengan Kartu Semata... Ekonomi itu tidak sekedar Meroket ape lagi TekorðŸ¤£ðŸ˜†","['Dan', 'Perut', 'Rakyat', ',', 'tidak', 'bisa', 'di', 'isi', 'dengan', 'Kartu', 'Semata', '...', 'Ekonomi', 'itu', 'tidak', 'sekedar', 'Meroket', 'ape', 'lagi', 'TekorðŸ', '¤', '£', 'ðŸ', '˜', '†']","['dan', 'perut', 'rakyat', '', 'tidak', 'bisa', 'di', 'isi', 'dengan', 'kartu', 'semata', '', 'ekonomi', 'itu', 'tidak', 'dar', 'roket', 'ape', 'lagi', 'tekor', '', '', '', '', '']",dan perut rakyat  tidak bisa di isi dengan kartu semata  ekonomi itu tidak dar roket ape lagi tekor     
positif,Jokowi harga mati seprti NKRI,Jokowi harga mati seprti NKRI,"['Jokowi', 'harga', 'mati', 'seprti', 'NKRI']","['jokowi', 'harga', 'mati', 'seprti', 'nkri']",jokowi harga mati seprti nkri
netral,"Wahhh niru capressnya nih, gak menghargai presiden sebelum pak jokowi , jejeran artis lainnnya gak disebut oom ?? Kasihan mereka sudah all out","Wahhh niru capressnya nih, gak menghargai presiden sebelum pak jokowi , jejeran artis lainnnya gak disebut oom ?? Kasihan mereka sudah all out","['Wahhh', 'niru', 'capressnya', 'nih', ',', 'gak', 'menghargai', 'presiden', 'sebelum', 'pak', 'jokowi', ',', 'jejeran', 'artis', 'lainnnya', 'gak', 'disebut', 'oom', '?', '?', 'Kasihan', 'mereka', 'sudah', 'all', 'out']","['wahhh', 'niru', 'capressnya', 'nih', '', 'gak', 'harga', 'presiden', 'belum', 'pak', 'jokowi', '', 'jejer', 'artis', 'lainnnya', 'gak', 'sebut', 'oom', '', '', 'kasihan', 'mereka', 'sudah', 'all', 'out']",wahhh niru capressnya nih  gak harga presiden belum pak jokowi  jejer artis lainnnya gak sebut oom   kasihan mereka sudah all out
netral,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih Menjadi Presiden  http://bit.ly/2UZNZiDÂ ,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih Menjadi Presiden  http://bit.ly/2UZNZiDÂ ,"['Prabowo-Sandi', 'Tak', 'Akan', 'Ambil', 'Gaji', 'Sepeser', 'Pun', 'Jika', 'Terpilih', 'Menjadi', 'Presiden', 'http://bit.ly/2UZNZiDÂ']","['prabowo-sandi', 'tak', 'akan', 'ambil', 'gaji', 'peser', 'pun', 'jika', 'pilih', 'jadi', 'presiden', 'http bit ly 2uznzid']",prabowosandi tak akan ambil gaji peser pun jika pilih jadi presiden http bit ly uznzid
netral,"1) interest @prabowo adalah pd kesejahteraan rakyat, technologi adalah alat untuk mencapai itu. 2) @jokowi hanya mencoba menonjolkan pengetahuannya ttg makro ekonomi, yg tdk lengkap dan tampal baru saja dia ketahui. 3) Utk @jokowi digitech adalah tujuan","1) interest @prabowo adalah pd kesejahteraan rakyat, technologi adalah alat untuk mencapai itu. 2) @jokowi hanya mencoba menonjolkan pengetahuannya ttg makro ekonomi, yg tdk lengkap dan tampal baru saja dia ketahui. 3) Utk @jokowi digitech adalah tujuan","['1', ')', 'interest', '@prabowo', 'adalah', 'pd', 'kesejahteraan', 'rakyat', ',', 'technologi', 'adalah', 'alat', 'untuk', 'mencapai', 'itu', '.', '2', ')', '@jokowi', 'hanya', 'mencoba', 'menonjolkan', 'pengetahuannya', 'ttg', 'makro', 'ekonomi', ',', 'yg', 'tdk', 'lengkap', 'dan', 'tampal', 'baru', 'saja', 'dia', 'ketahui', '.', '3', ')', 'Utk', '@jokowi', 'digitech', 'adalah', 'tujuan']","['1', '', 'interest', 'prabowo', 'adalah', 'pd', 'sejahtera', 'rakyat', '', 'technologi', 'adalah', 'alat', 'untuk', 'capai', 'itu', '', '2', '', 'jokowi', 'hanya', 'coba', 'tonjol', 'tahu', 'ttg', 'makro', 'ekonomi', '', 'yg', 'tdk', 'lengkap', 'dan', 'tampal', 'baru', 'saja', 'dia', 'tahu', '', '3', '', 'utk', 'jokowi', 'digitech', 'adalah', 'tuju']",  interest prabowo adalah pd sejahtera rakyat  technologi adalah alat untuk capai itu    jokowi hanya coba tonjol tahu ttg makro ekonomi  yg tdk lengkap dan tampal baru saja dia tahu    utk jokowi digitech adalah tuju
negatif,"Coba cek ktp anda, ada tulisan status ekonomi ngga? Kaya atau miskin? Trus status pekerjaan atau pengangguran? Alamat rumah asli atau Kontrakan? Karena itulah kita butuh kartu2 lain sebelum e ktp disempurnakan. Kalian koq gampang ditipu sih? Polos atau bego?","Coba cek ktp anda, ada tulisan status ekonomi ngga? Kaya atau miskin? Trus status pekerjaan atau pengangguran? Alamat rumah asli atau Kontrakan? Karena itulah kita butuh kartu2 lain sebelum e ktp disempurnakan. Kalian koq gampang ditipu sih? Polos atau bego?","['Coba', 'cek', 'ktp', 'anda', ',', 'ada', 'tulisan', 'status', 'ekonomi', 'ngga', '?', 'Kaya', 'atau', 'miskin', '?', 'Trus', 'status', 'pekerjaan', 'atau', 'pengangguran', '?', 'Alamat', 'rumah', 'asli', 'atau', 'Kontrakan', '?', 'Karena', 'itulah', 'kita', 'butuh', 'kartu', '2', 'lain', 'sebelum', 'e', 'ktp', 'disempurnakan', '.', 'Kalian', 'koq', 'gampang', 'ditipu', 'sih', '?', 'Polos', 'atau', 'bego', '?']","['coba', 'cek', 'ktp', 'anda', '', 'ada', 'tulis', 'status', 'ekonomi', 'ngga', '', 'kaya', 'atau', 'miskin', '', 'trus', 'status', 'kerja', 'atau', 'anggur', '', 'alamat', 'rumah', 'asli', 'atau', 'kontra', '', 'karena', 'itu', 'kita', 'butuh', 'kartu', '2', 'lain', 'belum', 'e', 'ktp', 'sempurna', '', 'kalian', 'koq', 'gampang', 'tipu', 'sih', '', 'polos', 'atau', 'bego', '']",coba cek ktp anda  ada tulis status ekonomi ngga  kaya atau miskin  trus status kerja atau anggur  alamat rumah asli atau kontra  karena itu kita butuh kartu  lain belum e ktp sempurna  kalian koq gampang tipu sih  polos atau bego 
netral,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY sudah jelas sekali,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY sudah jelas sekali,"['Persoalan', 'ekonomi', 'Indonesia', 'bukanlah', 'kesalahan', 'Jokowi', '.', '3', 'kali', 'pernyataan', 'itu', 'ditegaskan', 'oleh', '#PrabowoSalahkanSBY', 'sudah', 'jelas', 'sekali']","['soal', 'ekonomi', 'indonesia', 'bukan', 'salah', 'jokowi', '', '3', 'kali', 'nyata', 'itu', 'tegas', 'oleh', 'prabowosalahkansby', 'sudah', 'jelas', 'sekali']",soal ekonomi indonesia bukan salah jokowi   kali nyata itu tegas oleh prabowosalahkansby sudah jelas sekali
positif,"@sandiuno mantaappppp....!!!!!!! Seharusnya waktu bilang ""TURUNKAN HARGA LISTRIK DAN TIDAK IMPOR SAAT PANEN"" diteriakkan dengan kencang. Akan lebih mantap...!!! Karena faktor itu lah kebanyakan rakyak kecewa dg @jokowi","@sandiuno mantaappppp....!!!!!!! Seharusnya waktu bilang ""TURUNKAN HARGA LISTRIK DAN TIDAK IMPOR SAAT PANEN"" diteriakkan dengan kencang. Akan lebih mantap...!!! Karena faktor itu lah kebanyakan rakyak kecewa dg @jokowi","['@sandiuno', 'mantaappppp', '...', '!', '!', '!', 'Seharusnya', 'waktu', 'bilang', '""', 'TURUNKAN', 'HARGA', 'LISTRIK', 'DAN', 'TIDAK', 'IMPOR', 'SAAT', 'PANEN', '""', 'diteriakkan', 'dengan', 'kencang', '.', 'Akan', 'lebih', 'mantap', '...', '!', '!', '!', 'Karena', 'faktor', 'itu', 'lah', 'kebanyakan', 'rakyak', 'kecewa', 'dg', '@jokowi']","['sandiuno', 'mantaappppp', '', '', '', '', 'harus', 'waktu', 'bilang', '', 'turun', 'harga', 'listrik', 'dan', 'tidak', 'impor', 'saat', 'panen', '', 'teriak', 'dengan', 'kencang', '', 'akan', 'lebih', 'mantap', '', '', '', '', 'karena', 'faktor', 'itu', 'lah', 'banyak', 'rakyak', 'kecewa', 'dg', 'jokowi']",sandiuno mantaappppp     harus waktu bilang  turun harga listrik dan tidak impor saat panen  teriak dengan kencang  akan lebih mantap     karena faktor itu lah banyak rakyak kecewa dg jokowi
negatif,Fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah ..  2014 pertumbuhan ekonomi juga jadi jargon kampanye anda .  Halah halahhhh ...  Semoga lekas ganti pemain deh,Fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah ..  2014 pertumbuhan ekonomi juga jadi jargon kampanye anda .  Halah halahhhh ...  Semoga lekas ganti pemain deh,"['Fakta', 'pertumbuhan', 'kecil', 'ya', 'sangat', 'berefek', 'pada', 'ekonomi', 'dalam', 'negeri', 'lah', '..', '2014', 'pertumbuhan', 'ekonomi', 'juga', 'jadi', 'jargon', 'kampanye', 'anda', '.', 'Halah', 'halahhhh', '...', 'Semoga', 'lekas', 'ganti', 'pemain', 'deh']","['fakta', 'tumbuh', 'kecil', 'ya', 'sangat', 'efek', 'pada', 'ekonomi', 'dalam', 'negeri', 'lah', '', '2014', 'tumbuh', 'ekonomi', 'juga', 'jadi', 'jargon', 'kampanye', 'anda', '', 'halah', 'halahhhh', '', 'moga', 'lekas', 'ganti', 'main', 'deh']",fakta tumbuh kecil ya sangat efek pada ekonomi dalam negeri lah   tumbuh ekonomi juga jadi jargon kampanye anda  halah halahhhh  moga lekas ganti main deh
negatif,"Sebelumnya kan ngomong dengan mudahnya Janji  ekonomi bakal tumbuh diatas 7% ,eh sekarang lain lagi omongane, sehat pak jok????","Sebelumnya kan ngomong dengan mudahnya Janji  ekonomi bakal tumbuh diatas 7% ,eh sekarang lain lagi omongane, sehat pak jok????","['Sebelumnya', 'kan', 'ngomong', 'dengan', 'mudahnya', 'Janji', 'ekonomi', 'bakal', 'tumbuh', 'diatas', '7', '%', ',', 'eh', 'sekarang', 'lain', 'lagi', 'omongane', ',', 'sehat', 'pak', 'jok', '?', '?', '?']","['belum', 'kan', 'ngomong', 'dengan', 'mudah', 'janji', 'ekonomi', 'bakal', 'tumbuh', 'atas', '7', '', '', 'eh', 'sekarang', 'lain', 'lagi', 'omongane', '', 'sehat', 'pak', 'jok', '', '', '']",belum kan ngomong dengan mudah janji ekonomi bakal tumbuh atas    eh sekarang lain lagi omongane  sehat pak jok   
negatif,Seandainya Prabowo jadi presiden( amit amit) dan janji-janjinya ternyata gak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya  yaitu Jo.... SBY ðŸ˜‘,Seandainya Prabowo jadi presiden( amit amit) dan janji-janjinya ternyata gak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya  yaitu Jo.... SBY ðŸ˜‘,"['Seandainya', 'Prabowo', 'jadi', 'presiden', '(', 'amit', 'amit', ')', 'dan', 'janji-janjinya', 'ternyata', 'gak', 'terwujud', 'dan', 'ekonomi', 'makan', 'merosot', 'pasti', 'nyalahin', 'pemerintah', 'sebelumnya', 'yaitu', 'Jo', '...', 'SBY', 'ðŸ', '˜', '‘']","['anda', 'prabowo', 'jadi', 'presiden', '', 'amit', 'amit', '', 'dan', 'janji', 'nyata', 'gak', 'wujud', 'dan', 'ekonomi', 'makan', 'merosot', 'pasti', 'nyalahin', 'perintah', 'belum', 'yaitu', 'jo', '', 'sby', '', '', '']",anda prabowo jadi presiden  amit amit  dan janji nyata gak wujud dan ekonomi makan merosot pasti nyalahin perintah belum yaitu jo  sby   
positif,Sangat jelas skali kwalitas 02 yg cerdas dan berwawasan luas.  Debat tadi malam 02 menang mutlak ðŸ†ðŸ‘ 02 sangat layak memimpin bangsa ini. Gaji mereka relakan untuk fakir miskin dan kaum dhuafa,Sangat jelas skali kwalitas 02 yg cerdas dan berwawasan luas.  Debat tadi malam 02 menang mutlak ðŸ†ðŸ‘ 02 sangat layak memimpin bangsa ini. Gaji mereka relakan untuk fakir miskin dan kaum dhuafa,"['Sangat', 'jelas', 'skali', 'kwalitas', '02', 'yg', 'cerdas', 'dan', 'berwawasan', 'luas', '.', 'Debat', 'tadi', 'malam', '02', 'menang', 'mutlak', 'ðŸ', '\x8f', '†', 'ðŸ', '‘', '\x8f', '02', 'sangat', 'layak', 'memimpin', 'bangsa', 'ini', '.', 'Gaji', 'mereka', 'relakan', 'untuk', 'fakir', 'miskin', 'dan', 'kaum', 'dhuafa']","['sangat', 'jelas', 'skali', 'kwalitas', '02', 'yg', 'cerdas', 'dan', 'wawas', 'luas', '', 'debat', 'tadi', 'malam', '02', 'menang', 'mutlak', '', '', '', '', '', '', '02', 'sangat', 'layak', 'pimpin', 'bangsa', 'ini', '', 'gaji', 'mereka', 'rela', 'untuk', 'fakir', 'miskin', 'dan', 'kaum', 'dhuafa']",sangat jelas skali kwalitas  yg cerdas dan wawas luas  debat tadi malam  menang mutlak        sangat layak pimpin bangsa ini  gaji mereka rela untuk fakir miskin dan kaum dhuafa
netral,"Jokowi: Pertumbuhan Ekonomi >5% Harus Disyukuri, Jangan KufurÂ Nikmat  https://bhinnekanusantara.id/jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat/Â â€¦ pic.twitter.com/GpsxLj72Vs","Jokowi: Pertumbuhan Ekonomi >5% Harus Disyukuri, Jangan KufurÂ Nikmat  https://bhinnekanusantara.id/jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat/Â â€¦ pic.twitter.com/GpsxLj72Vs","['Jokowi', ':', 'Pertumbuhan', 'Ekonomi', '>', '5', '%', 'Harus', 'Disyukuri', ',', 'Jangan', 'KufurÂ', 'Nikmat', 'https://bhinnekanusantara.id/jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat/Â', 'â', '€', '¦', 'pic.twitter.com/GpsxLj72Vs']","['jokowi', '', 'tumbuh', 'ekonomi', '', '5', '', 'harus', 'syukur', '', 'jangan', 'kufur', 'nikmat', 'https bhinnekanusantara id jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat', '', '', '', 'pic twitter com gpsxlj72vs']",jokowi  tumbuh ekonomi    harus syukur  jangan kufur nikmat  bhinnekanusantara id jokowipertumbuhanekonomiharusdisyukurijangankufurnikmat    pic twitter com gpsxljvs
