sentimen,tweet,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
netral,prabowo sandi sumbangkan gajinya jika terpilih menandakan dia sudah selesai dengan pribadinya tinggal berfikir tentang negara dan bangsanya debatpilpres,"['prabowo', 'sandi', 'sumbangkan', 'gajinya', 'jika', 'terpilih', '.', 'menandakan', 'dia', 'sudah', 'selesai', 'dengan', 'pribadinya', '.', 'tinggal', 'berfikir', 'tentang', 'negara', 'dan', 'bangsanya', '.', '#debatpilpres2019']","['prabowo', 'sandi', 'sumbangkan', 'gajinya', 'terpilih', '.', 'menandakan', 'selesai', 'pribadinya', '.', 'tinggal', 'berfikir', 'negara', 'bangsanya', '.', '#debatpilpres2019']","['prabowo', 'sandi', 'sumbang', 'gaji', 'pilih', '', 'tanda', 'selesai', 'pribadi', '', 'tinggal', 'berfikir', 'negara', 'bangsa', '', 'debatpilpres2019']",prabowo sandi sumbang gaji pilih  tanda selesai pribadi  tinggal berfikir negara bangsa  debatpilpres2019
positif,teman sendiri ditelikung hahahahaha  dan sang jendral secara ga langsung mengakui arah ekonomi dibawah jokowi sudah tepat hehehehe    debatpilpres debatterakhirpilpres jokowimenangtotaldebat,"['teman', 'sendiri', 'ditelikung', '.', 'hahahahaha', '...', 'dan', 'sang', 'jendral', ',', 'secara', 'ga', 'langsung', 'mengakui', ',', 'arah', 'ekonomi', 'dibawah', 'jokowi', 'sudah', 'tepat', '.', 'hehehehe', 'https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woâ', 'â', '€', '¦', '#debatpilpres2019', '#debatterakhirpilpres2019', '#jokowimenangtotaldebat']","['teman', 'ditelikung', '.', 'hahahahaha', '...', 'sang', 'jendral', ',', 'ga', 'langsung', 'mengakui', ',', 'arah', 'ekonomi', 'dibawah', 'jokowi', '.', 'hehehehe', 'https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woâ', 'â', '€', '¦', '#debatpilpres2019', '#debatterakhirpilpres2019', '#jokowimenangtotaldebat']","['teman', 'telikung', '', 'hahahahaha', '', 'sang', 'jendral', '', 'ga', 'langsung', 'aku', '', 'arah', 'ekonomi', 'bawah', 'jokowi', '', 'hehehehe', 'https www cnnindonesia com nasional 20190413215716-32-386111 prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-wo', '', '', '', 'debatpilpres2019', 'debatterakhirpilpres2019', 'jokowimenangtotaldebat']",teman telikung  hahahahaha  sang jendral  ga langsung aku  arah ekonomi bawah jokowi  hehehehe https www cnnindonesia com nasional 20190413215716-32-386111 prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-wo    debatpilpres2019 debatterakhirpilpres2019 jokowimenangtotaldebat
negatif,gaji presiden kurang lebih cuma jt itu prabowo uang segitu buat beli kuda  ekor aja itu kurang bnyk bgt gaji wapres kisaran jt yaelahhh uang jajan seminggu anaknya sandi kali itu ,"['gaji', 'presiden', 'kurang', 'lebih', 'cuma', '65jt', '...', 'itu', 'prabowo', 'uang', 'segitu', 'buat', 'beli', 'kuda', '1', 'ekor', 'aja', 'itu', 'kurang', 'bnyk', 'bgt', '..', 'gaji', 'wapres', 'kisaran', '45jt', '...', 'yaelahhh', 'uang', 'jajan', 'seminggu', 'anaknya', 'sandi', 'kali', 'itu', '..', 'ðÿ', '˜', '…', 'ðÿ', '˜', '…']","['gaji', 'presiden', '65jt', '...', 'prabowo', 'uang', 'segitu', 'beli', 'kuda', '1', 'ekor', 'aja', 'bnyk', 'bgt', '..', 'gaji', 'wapres', 'kisaran', '45jt', '...', 'yaelahhh', 'uang', 'jajan', 'seminggu', 'anaknya', 'sandi', 'kali', '..', 'ðÿ', '˜', '…', 'ðÿ', '˜', '…']","['gaji', 'presiden', '65jt', '', 'prabowo', 'uang', 'segitu', 'beli', 'kuda', '1', 'ekor', 'aja', 'bnyk', 'bgt', '', 'gaji', 'wapres', 'kisar', '45jt', '', 'yaelahhh', 'uang', 'jajan', 'minggu', 'anak', 'sandi', 'kali', '', '', '', '', '', '', '']",gaji presiden 65jt  prabowo uang segitu beli kuda 1 ekor aja bnyk bgt  gaji wapres kisar 45jt  yaelahhh uang jajan minggu anak sandi kali       
netral,sandi sebut ia tidak akan mengambil gajinya jika ia menjabat sebagai cawapres sedang prabowo sebut jangan politisasi uu desa debatcapres pilpres pictwittercomerqlrlri,"['sandi', 'sebut', 'ia', 'tidak', 'akan', 'mengambil', 'gajinya', 'jika', 'ia', 'menjabat', 'sebagai', 'cawapres', '.', 'sedang', 'prabowo', 'sebut', 'jangan', 'politisasi', 'uu', 'desa', '.', '#debatcapres', '#pilpres2019', 'pic.twitter.com/e97rqlrlri']","['sandi', 'mengambil', 'gajinya', 'menjabat', 'cawapres', '.', 'prabowo', 'politisasi', 'uu', 'desa', '.', '#debatcapres', '#pilpres2019', 'pic.twitter.com/e97rqlrlri']","['sandi', 'ambil', 'gaji', 'jabat', 'cawapres', '', 'prabowo', 'politisasi', 'uu', 'desa', '', 'debatcapres', 'pilpres2019', 'pic twitter com e97rqlrlri']",sandi ambil gaji jabat cawapres  prabowo politisasi uu desa  debatcapres pilpres2019 pic twitter com e97rqlrlri
negatif,they dont expect that template debat mereka kan cuma dikuasai asing naikan rasio pajak harga mahal dan bersama prabowo sandi,"['they', ""don't"", 'expect', 'that', '.', 'template', 'debat', 'mereka', 'kan', 'cuma', '""', 'dikuasai', 'asing', ',', '""', '""', 'naikan', 'rasio', 'pajak', ',', '""', '""', 'harga', 'mahal', ',', '""', 'dan', '""', 'bersama', 'prabowo', 'sandi', '.', '""']","['they', ""don't"", 'expect', 'that', '.', 'template', 'debat', '""', 'dikuasai', 'asing', ',', '""', '""', 'naikan', 'rasio', 'pajak', ',', '""', '""', 'harga', 'mahal', ',', '""', '""', 'prabowo', 'sandi', '.', '""']","['they', 'don t', 'expect', 'that', '', 'template', 'debat', '', 'asai', 'asing', '', '', '', 'naik', 'rasio', 'pajak', '', '', '', 'harga', 'mahal', '', '', '', 'prabowo', 'sandi', '', '']",they don t expect that  template debat  asai asing    naik rasio pajak    harga mahal    prabowo sandi  
negatif,dah paham kan  ngajak maen game  pantesan bacanya komik anak gw aja dah gw batasin main game dah jelas juga  mengajak kemandirian pangan sbb klo perut kenyangekonomi baik insyaallah negara aman  mau maen game sambil nahan lapar aagympilihprabowo,"['dah', 'paham', 'kan', '?', '?', '?', '@jokowi', 'ngajak', 'maen', 'game', ',', 'pantesan', 'bacanya', 'komik', '.', 'anak', 'gw', 'aja', 'dah', 'gw', 'batasin', 'main', 'game', '.', 'dah', 'jelas', 'juga', '@prabowo', 'mengajak', 'kemandirian', 'pangan', '.', 'sbb', 'klo', 'perut', 'kenyang', '/', 'ekonomi', 'baik', ',', 'insyaallah', 'negara', 'aman', '.', 'mau', 'maen', 'game', 'sambil', 'nahan', 'lapar', '?', '#aagympilihprabowo']","['dah', 'paham', '?', '?', '?', '@jokowi', 'ngajak', 'maen', 'game', ',', 'pantesan', 'bacanya', 'komik', '.', 'anak', 'gw', 'aja', 'dah', 'gw', 'batasin', 'main', 'game', '.', 'dah', '@prabowo', 'mengajak', 'kemandirian', 'pangan', '.', 'sbb', 'klo', 'perut', 'kenyang', '/', 'ekonomi', ',', 'insyaallah', 'negara', 'aman', '.', 'maen', 'game', 'nahan', 'lapar', '?', '#aagympilihprabowo']","['dah', 'paham', '', '', '', 'jokowi', 'ngajak', 'maen', 'game', '', 'pantesan', 'baca', 'komik', '', 'anak', 'gw', 'aja', 'dah', 'gw', 'batasin', 'main', 'game', '', 'dah', 'prabowo', 'ajak', 'mandiri', 'pangan', '', 'sbb', 'klo', 'perut', 'kenyang', '', 'ekonomi', '', 'insyaallah', 'negara', 'aman', '', 'maen', 'game', 'nahan', 'lapar', '', 'aagympilihprabowo']",dah paham    jokowi ngajak maen game  pantesan baca komik  anak gw aja dah gw batasin main game  dah prabowo ajak mandiri pangan  sbb klo perut kenyang  ekonomi  insyaallah negara aman  maen game nahan lapar  aagympilihprabowo
positif,strategi  untuk membawa isu ekonomi dari pandangan rakyat seperti cukup menarik perhatian tapi memang kedua pasangan ini pola pikir nya berbeda menurut saya jokowi maruf sangat praktikal dan prabowo sandi sangat konsep,"['strategi', '02', 'untuk', 'membawa', 'isu', 'ekonomi', 'dari', 'pandangan', 'rakyat', 'seperti', 'cukup', 'menarik', 'perhatian', '.', 'tapi', 'memang', 'kedua', 'pasangan', 'ini', 'pola', 'pikir', 'nya', 'berbeda', ',', 'menurut', 'saya', 'jokowi', 'maruf', 'sangat', 'praktikal', 'dan', 'prabowo', 'sandi', 'sangat', 'konsep']","['strategi', '02', 'membawa', 'isu', 'ekonomi', 'pandangan', 'rakyat', 'menarik', 'perhatian', '.', 'pasangan', 'pola', 'pikir', 'nya', 'berbeda', ',', 'jokowi', 'maruf', 'praktikal', 'prabowo', 'sandi', 'konsep']","['strategi', '02', 'bawa', 'isu', 'ekonomi', 'pandang', 'rakyat', 'tarik', 'perhati', '', 'pasang', 'pola', 'pikir', 'nya', 'beda', '', 'jokowi', 'maruf', 'praktikal', 'prabowo', 'sandi', 'konsep']",strategi 02 bawa isu ekonomi pandang rakyat tarik perhati  pasang pola pikir nya beda  jokowi maruf praktikal prabowo sandi konsep
positif,sebenarnya  sangat lihai membawa isu ekonomi dalam kampanye ini menurut saya  cukup kewalahan dalam menangkal berbagai narasi  memang karena fokus jokowi adalah infrastruktur ibaratnya adalah modal dan tidak terlihat langsung efeknya,"['sebenarnya', '02', 'sangat', 'lihai', 'membawa', 'isu', 'ekonomi', 'dalam', 'kampanye', 'ini', ',', 'menurut', 'saya', '01', 'cukup', 'kewalahan', 'dalam', 'menangkal', 'berbagai', 'narasi', '02', '.', 'memang', 'karena', 'fokus', 'jokowi', 'adalah', 'infrastruktur', ',', 'ibaratnya', 'adalah', 'modal', 'dan', 'tidak', 'terlihat', 'langsung', 'efeknya', '.']","['02', 'lihai', 'membawa', 'isu', 'ekonomi', 'kampanye', ',', '01', 'kewalahan', 'menangkal', 'narasi', '02', '.', 'fokus', 'jokowi', 'infrastruktur', ',', 'modal', 'langsung', 'efeknya', '.']","['02', 'lihai', 'bawa', 'isu', 'ekonomi', 'kampanye', '', '01', 'kewalahan', 'tangkal', 'narasi', '02', '', 'fokus', 'jokowi', 'infrastruktur', '', 'modal', 'langsung', 'efek', '']",02 lihai bawa isu ekonomi kampanye  01 kewalahan tangkal narasi 02  fokus jokowi infrastruktur  modal langsung efek 
netral,siapa yang paling diuntungkan dari kebijakan menurunkan tarif pph ya yang nggak mau bayar pajak ini data perusahaan prabowo subianto di paradise papers  pictwittercomwpvsxx,"['siapa', 'yang', 'paling', 'diuntungkan', 'dari', '""', 'kebijakan', '""', 'menurunkan', 'tarif', 'pph', '?', 'ya', 'yang', 'nggak', 'mau', 'bayar', 'pajak', '.', 'ini', 'data', 'perusahaan', 'prabowo', 'subianto', 'di', 'paradise', 'papers', '.', 'pic.twitter.com/19wpv0sxx6']","['diuntungkan', '""', 'kebijakan', '""', 'menurunkan', 'tarif', 'pph', '?', 'ya', 'nggak', 'bayar', 'pajak', '.', 'data', 'perusahaan', 'prabowo', 'subianto', 'paradise', 'papers', '.', 'pic.twitter.com/19wpv0sxx6']","['untung', '', 'bijak', '', 'turun', 'tarif', 'pph', '', 'ya', 'nggak', 'bayar', 'pajak', '', 'data', 'usaha', 'prabowo', 'subianto', 'paradise', 'papers', '', 'pic twitter com 19wpv0sxx6']",untung  bijak  turun tarif pph  ya nggak bayar pajak  data usaha prabowo subianto paradise papers  pic twitter com 19wpv0sxx6
netral,manfaat jalan yang dibangun pak  jalan bukan hanya masalah infrastruktur tetapi pemerataan ekonomi menaikkan potensi usaha menyerap tenaga kerja dan meningkatkan interaksi antar daerah jokowimenangtotaldebat pictwittercomuwkgisf,"['manfaat', 'jalan', 'yang', 'dibangun', 'pak', '@jokowi', ',', 'jalan', 'bukan', 'hanya', 'masalah', 'infrastruktur', 'tetapi', 'pemerataan', 'ekonomi', ',', 'menaikkan', 'potensi', 'usaha', ',', 'menyerap', 'tenaga', 'kerja', ',', 'dan', 'meningkatkan', 'interaksi', 'antar', 'daerah', '.', '#jokowimenangtotaldebat', 'pic.twitter.com/uw8k8g4isf']","['manfaat', 'jalan', 'dibangun', '@jokowi', ',', 'jalan', 'infrastruktur', 'pemerataan', 'ekonomi', ',', 'menaikkan', 'potensi', 'usaha', ',', 'menyerap', 'tenaga', 'kerja', ',', 'meningkatkan', 'interaksi', 'daerah', '.', '#jokowimenangtotaldebat', 'pic.twitter.com/uw8k8g4isf']","['manfaat', 'jalan', 'bangun', 'jokowi', '', 'jalan', 'infrastruktur', 'perata', 'ekonomi', '', 'naik', 'potensi', 'usaha', '', 'serap', 'tenaga', 'kerja', '', 'tingkat', 'interaksi', 'daerah', '', 'jokowimenangtotaldebat', 'pic twitter com uw8k8g4isf']",manfaat jalan bangun jokowi  jalan infrastruktur perata ekonomi  naik potensi usaha  serap tenaga kerja  tingkat interaksi daerah  jokowimenangtotaldebat pic twitter com uw8k8g4isf
positif,nih salah satu temen dumay w seorang petani karet yg selalu sedih klo inget harga karet nyungseb belakangan inidan beliau berharap  bisa meningkatkan kesejahteraan petani karet seperti beliauaamiin  pictwittercommpdolbjk,"['nih', 'salah', 'satu', 'temen', 'dumay', 'w', 'seorang', 'petani', 'karet', 'yg', 'selalu', 'sedih', 'klo', 'inget', 'harga', 'karet', 'nyungseb', 'belakangan', 'ini', '...', 'dan', 'beliau', 'berharap', '@prabowo', 'bisa', 'meningkatkan', 'kesejahteraan', 'petani', '2', 'karet', 'seperti', 'beliau', '...', 'aamiinðÿ', '¤', '²', 'pic.twitter.com/mp8dolbjk7']","['nih', 'salah', 'temen', 'dumay', 'w', 'petani', 'karet', 'yg', 'sedih', 'klo', 'inget', 'harga', 'karet', 'nyungseb', '...', 'beliau', 'berharap', '@prabowo', 'meningkatkan', 'kesejahteraan', 'petani', '2', 'karet', 'beliau', '...', 'aamiinðÿ', '¤', '²', 'pic.twitter.com/mp8dolbjk7']","['nih', 'salah', 'temen', 'dumay', 'w', 'tani', 'karet', 'yg', 'sedih', 'klo', 'inget', 'harga', 'karet', 'nyungseb', '', 'beliau', 'harap', 'prabowo', 'tingkat', 'sejahtera', 'tani', '2', 'karet', 'beliau', '', 'aamiin', '', '', 'pic twitter com mp8dolbjk7']",nih salah temen dumay w tani karet yg sedih klo inget harga karet nyungseb  beliau harap prabowo tingkat sejahtera tani 2 karet beliau  aamiin   pic twitter com mp8dolbjk7
positif,pak prabowo dan pak sandi tidak akan menerima gaji sepeserpun masha allah  semuanya akan di wakafkan untuk rakyat indonesia semoga prabowo sandi menjadi pemimpin yang di ridhoi oleh allah swt  ,"['pak', 'prabowo', 'dan', 'pak', 'sandi', 'tidak', 'akan', 'menerima', 'gaji', 'sepeserpun', ',', 'masha', 'allah', '.', 'semuanya', 'akan', 'di', 'wakafkan', 'untuk', 'rakyat', 'indonesia', '.', 'semoga', 'prabowo', 'sandi', 'menjadi', 'pemimpin', 'yang', 'di', 'ridhoâ', '€', '™', 'i', 'oleh', 'allah', 'swt', '.', 'ðÿ', '˜', 'œðÿ', '™', '\x8f']","['prabowo', 'sandi', 'menerima', 'gaji', 'sepeserpun', ',', 'masha', 'allah', '.', 'wakafkan', 'rakyat', 'indonesia', '.', 'semoga', 'prabowo', 'sandi', 'pemimpin', 'ridhoâ', '€', '™', 'i', 'allah', 'swt', '.', 'ðÿ', '˜', 'œðÿ', '™', '\x8f']","['prabowo', 'sandi', 'terima', 'gaji', 'peser', '', 'masha', 'allah', '', 'wakaf', 'rakyat', 'indonesia', '', 'moga', 'prabowo', 'sandi', 'pimpin', 'ridho', '', '', 'i', 'allah', 'swt', '', '', '', '', '', '']",prabowo sandi terima gaji peser  masha allah  wakaf rakyat indonesia  moga prabowo sandi pimpin ridho   i allah swt      
positif,subhanalloh begitu mulianya hati bapak qu ini bila diberikan amanah anda berdua bpk  dan  anda rela gajihnya diambil oleh negara untuk kepentingan anak yatim dan kaum duafa allohuakbar allohuakbar smga bpk qu ini sllu dibrkn kesehatan amin,"['subhanalloh', '..', 'begitu', 'mulianya', 'hati', 'bapak', '""', 'qu', 'ini', '..', 'bila', 'diberikan', 'amanah', 'anda', 'berdua', 'bpk', '@prabowo', 'dan', '@sandiuno', 'anda', 'rela', 'gajihnya', 'diambil', 'oleh', 'negara', '..', 'untuk', 'kepentingan', 'anak', 'yatim', 'dan', 'kaum', 'duafa', '..', 'allohuakbar', '..', 'allohuakbar', '..', 'smga', 'bpk', '""', 'qu', 'ini', 'sllu', 'dibrkn', 'kesehatan', 'amin', '..', 'ðÿ', '™', '\x8f', 'ðÿ', '˜', '\xad', 'ðÿ', '˜', '\xad', 'ðÿ', '˜', '\xad']","['subhanalloh', '..', 'mulianya', 'hati', '""', 'qu', '..', 'amanah', 'berdua', 'bpk', '@prabowo', '@sandiuno', 'rela', 'gajihnya', 'diambil', 'negara', '..', 'kepentingan', 'anak', 'yatim', 'kaum', 'duafa', '..', 'allohuakbar', '..', 'allohuakbar', '..', 'smga', 'bpk', '""', 'qu', 'sllu', 'dibrkn', 'kesehatan', 'amin', '..', 'ðÿ', '™', '\x8f', 'ðÿ', '˜', '\xad', 'ðÿ', '˜', '\xad', 'ðÿ', '˜', '\xad']","['subhanalloh', '', 'mulia', 'hati', '', 'qu', '', 'amanah', 'dua', 'bpk', 'prabowo', 'sandiuno', 'rela', 'gajih', 'ambil', 'negara', '', 'penting', 'anak', 'yatim', 'kaum', 'duafa', '', 'allohuakbar', '', 'allohuakbar', '', 'smga', 'bpk', '', 'qu', 'sllu', 'dibrkn', 'sehat', 'amin', '', '', '', '', '', '', '', '', '', '', '', '', '']",subhanalloh  mulia hati  qu  amanah dua bpk prabowo sandiuno rela gajih ambil negara  penting anak yatim kaum duafa  allohuakbar  allohuakbar  smga bpk  qu sllu dibrkn sehat amin             
positif,sungguh sangat mulia dirimu pak  tidak mau mengambil gajih mu saat kelak jdi presiden insya allah tps ,"['sungguh', 'sangat', 'mulia', 'dirimu', 'pak', '@prabowo', 'tidak', 'mau', 'mengambil', 'gajih', 'mu', 'saat', 'kelak', 'jdi', 'presiden', ',', 'insya', 'allah', 'tps', 'ðÿ', '‘', '†']","['sungguh', 'mulia', 'dirimu', '@prabowo', 'mengambil', 'gajih', 'mu', 'kelak', 'jdi', 'presiden', ',', 'insya', 'allah', 'tps', 'ðÿ', '‘', '†']","['sungguh', 'mulia', 'diri', 'prabowo', 'ambil', 'gajih', 'mu', 'kelak', 'jdi', 'presiden', '', 'insya', 'allah', 'tps', '', '', '']",sungguh mulia diri prabowo ambil gajih mu kelak jdi presiden  insya allah tps   
netral,yang saya dengar dia katakan untuk apa impor industri harus dalam negeri buat saya ini karakteristik ekonomi tertutup,"['yang', 'saya', 'dengar', 'dia', 'katakan', ':', 'untuk', 'apa', 'impor', ',', 'industri', 'harus', 'dalam', 'negeri', '.', 'buat', 'saya', ',', 'ini', 'karakteristik', 'ekonomi', 'tertutup', '.']","['dengar', ':', 'impor', ',', 'industri', 'negeri', '.', ',', 'karakteristik', 'ekonomi', 'tertutup', '.']","['dengar', '', 'impor', '', 'industri', 'negeri', '', '', 'karakteristik', 'ekonomi', 'tutup', '']",dengar  impor  industri negeri   karakteristik ekonomi tutup 
negatif,scope berpikir anda kecil sekali yg pak jokowi mau tekankan bukan soal main gamenya tapi ekosistemnya pemain ml dota ff pubg banyak sekali yg berbasis di indo pak jokowi mau tau apa tanggapan pak prabowo soal potensi dr ekonomi kreatif ini ,"['scope', 'berpikir', 'anda', 'kecil', 'sekali', '.', 'yg', 'pak', 'jokowi', 'mau', 'tekankan', 'bukan', 'soal', 'main', 'gamenya', ',', 'tapi', 'ekosistemnya', '.', 'pemain', 'ml', ',', 'dota', ',', 'ff', ',', 'pubg', 'banyak', 'sekali', 'yg', 'berbasis', 'di', 'indo', '.', 'pak', 'jokowi', 'mau', 'tau', 'apa', 'tanggapan', 'pak', 'prabowo', 'soal', 'potensi', 'dr', 'ekonomi', 'kreatif', 'ini', ',', '(', '1', ')']","['scope', 'berpikir', '.', 'yg', 'jokowi', 'tekankan', 'main', 'gamenya', ',', 'ekosistemnya', '.', 'pemain', 'ml', ',', 'dota', ',', 'ff', ',', 'pubg', 'yg', 'berbasis', 'indo', '.', 'jokowi', 'tau', 'tanggapan', 'prabowo', 'potensi', 'dr', 'ekonomi', 'kreatif', ',', '(', '1', ')']","['scope', 'pikir', '', 'yg', 'jokowi', 'tekan', 'main', 'gamenya', '', 'ekosistem', '', 'main', 'ml', '', 'dota', '', 'ff', '', 'pubg', 'yg', 'bas', 'indo', '', 'jokowi', 'tau', 'tanggap', 'prabowo', 'potensi', 'dr', 'ekonomi', 'kreatif', '', '', '1', '']",scope pikir  yg jokowi tekan main gamenya  ekosistem  main ml  dota  ff  pubg yg bas indo  jokowi tau tanggap prabowo potensi dr ekonomi kreatif   1 
netral,jadi film sebagai salah satu subsektor ekonomi kreatif ekraf dengan pertumbuhan tertinggi yaitu mencapai  pada pdb ekraf   jokowimenangtotaldebat  ,"['jadi', 'film', 'sebagai', 'salah', 'satu', 'subsektor', 'ekonomi', 'kreatif', '(', 'ekraf', ')', 'dengan', 'pertumbuhan', 'tertinggi', 'yaitu', 'mencapai', '10,09', '%', 'pada', 'pdb', 'ekraf', '2016', '.', '#jokowimenangtotaldebat', '@jokowi', '@ratunyirnyir']","['film', 'salah', 'subsektor', 'ekonomi', 'kreatif', '(', 'ekraf', ')', 'pertumbuhan', 'tertinggi', 'mencapai', '10,09', '%', 'pdb', 'ekraf', '2016', '.', '#jokowimenangtotaldebat', '@jokowi', '@ratunyirnyir']","['film', 'salah', 'subsektor', 'ekonomi', 'kreatif', '', 'ekraf', '', 'tumbuh', 'tinggi', 'capai', '10 09', '', 'pdb', 'ekraf', '2016', '', 'jokowimenangtotaldebat', 'jokowi', 'ratunyirnyir']",film salah subsektor ekonomi kreatif  ekraf  tumbuh tinggi capai 10 09  pdb ekraf 2016  jokowimenangtotaldebat jokowi ratunyirnyir
netral,sandi ingin harga pangan terjangkau tusuk prabowosandi    hoaxjkwmenangtotaldebat,"['sandi', ':', 'ingin', 'harga', 'pangan', 'terjangkau', ',', 'tusuk', 'prabowo-sandi', '#hoaxjkwmenangtotaldebat']","['sandi', ':', 'harga', 'pangan', 'terjangkau', ',', 'tusuk', 'prabowo-sandi', '#hoaxjkwmenangtotaldebat']","['sandi', '', 'harga', 'pangan', 'jangkau', '', 'tusuk', 'prabowo-sandi', 'hoaxjkwmenangtotaldebat']",sandi  harga pangan jangkau  tusuk prabowo-sandi hoaxjkwmenangtotaldebat
netral,akhir debat malam ini ditutup dengan pelajaran sangat berharga   jurus kartu jkwmaruf   vs   komitmen untuk tidak mengambil gaji sepeserpun dari prabowosandi  mana yang paling anda sukai  silahkan tentukan di tps tgl april nanti,"['akhir', 'debat', 'malam', 'ini', 'ditutup', 'dengan', 'pelajaran', 'sangat', 'berharga', ':', 'jurus', 'kartu', ""jkw-ma'ruf"", 'vs', 'komitmen', 'untuk', 'tidak', 'mengambil', 'gaji', 'sepeserpun', 'dari', 'prabowo-sandi', 'mana', 'yang', 'paling', 'anda', 'sukai', '?', '?', 'silahkan', 'tentukan', 'di', 'tps', 'tgl', '17april', 'nanti', '.']","['debat', 'malam', 'ditutup', 'pelajaran', 'berharga', ':', 'jurus', 'kartu', ""jkw-ma'ruf"", 'vs', 'komitmen', 'mengambil', 'gaji', 'sepeserpun', 'prabowo-sandi', 'sukai', '?', '?', 'silahkan', 'tentukan', 'tps', 'tgl', '17april', '.']","['debat', 'malam', 'tutup', 'ajar', 'harga', '', 'jurus', 'kartu', 'jkw-ma ruf', 'vs', 'komitmen', 'ambil', 'gaji', 'peser', 'prabowo-sandi', 'suka', '', '', 'silah', 'tentu', 'tps', 'tgl', '17april', '']",debat malam tutup ajar harga  jurus kartu jkw-ma ruf vs komitmen ambil gaji peser prabowo-sandi suka   silah tentu tps tgl 17april 
netral,mau saya kasih statistik penghasilan pro gamer ga bisa ngelebihi gaji seumur hidup amda mungkin,"['mau', 'saya', 'kasih', 'statistik', 'penghasilan', 'pro', 'gamer', 'ga', '?', 'bisa', 'ngelebihi', 'gaji', 'seumur', 'hidup', 'amda', 'mungkin']","['kasih', 'statistik', 'penghasilan', 'pro', 'gamer', 'ga', '?', 'ngelebihi', 'gaji', 'seumur', 'hidup', 'amda']","['kasih', 'statistik', 'hasil', 'pro', 'gamer', 'ga', '', 'ngelebihi', 'gaji', 'umur', 'hidup', 'amda']",kasih statistik hasil pro gamer ga  ngelebihi gaji umur hidup amda
positif,ganasssssss ini baru pemimpin   tak mau ambil gaji krn menganggap ekonominya sdh mapan sambutkemenangan,"['ganasssssss', ',', 'ini', 'baru', 'pemimpin', '@prabowo', '@sandiuno', '.', 'tak', 'mau', 'ambil', 'gaji', 'krn', 'menganggap', 'ekonominya', 'sdh', 'mapan', '.', '#sambutkemenangan02']","['ganasssssss', ',', 'pemimpin', '@prabowo', '@sandiuno', '.', 'ambil', 'gaji', 'krn', 'menganggap', 'ekonominya', 'sdh', 'mapan', '.', '#sambutkemenangan02']","['ganasssssss', '', 'pimpin', 'prabowo', 'sandiuno', '', 'ambil', 'gaji', 'krn', 'anggap', 'ekonomi', 'sdh', 'mapan', '', 'sambutkemenangan02']",ganasssssss  pimpin prabowo sandiuno  ambil gaji krn anggap ekonomi sdh mapan  sambutkemenangan02
netral,mau harga skincare turun tusuk prabowo sandi mau  muka putih dan glowing  tusuk prabowo sandi  mau harga guerlain orchide imperiale turun tusuk  prabowo sandi  sandi,"['mau', 'harga', 'skincare', 'turun', 'tusuk', 'prabowo', 'sandi', 'mau', 'muka', 'putih', 'dan', 'glowing', 'tusuk', 'prabowo', 'sandi', 'mau', 'harga', 'guerlain', 'orchide', 'imperiale', 'turun', 'tusuk', 'prabowo', 'sandi', '#sandi']","['harga', 'skincare', 'turun', 'tusuk', 'prabowo', 'sandi', 'muka', 'putih', 'glowing', 'tusuk', 'prabowo', 'sandi', 'harga', 'guerlain', 'orchide', 'imperiale', 'turun', 'tusuk', 'prabowo', 'sandi', '#sandi']","['harga', 'skincare', 'turun', 'tusuk', 'prabowo', 'sandi', 'muka', 'putih', 'glowing', 'tusuk', 'prabowo', 'sandi', 'harga', 'guerlain', 'orchide', 'imperiale', 'turun', 'tusuk', 'prabowo', 'sandi', 'sandi']",harga skincare turun tusuk prabowo sandi muka putih glowing tusuk prabowo sandi harga guerlain orchide imperiale turun tusuk prabowo sandi sandi
netral, dinilai membuktikan komitmennya dalam meningkatkan perekonomian dengan bidang industri  jokowimenangtotaldebat,"['@jokowi', 'dinilai', 'membuktikan', 'komitmennya', 'dalam', 'meningkatkan', 'perekonomian', 'dengan', 'bidang', 'industri', '.', '#jokowimenangtotaldebat']","['@jokowi', 'dinilai', 'membuktikan', 'komitmennya', 'meningkatkan', 'perekonomian', 'bidang', 'industri', '.', '#jokowimenangtotaldebat']","['jokowi', 'nilai', 'bukti', 'komitmen', 'tingkat', 'ekonomi', 'bidang', 'industri', '', 'jokowimenangtotaldebat']",jokowi nilai bukti komitmen tingkat ekonomi bidang industri  jokowimenangtotaldebat
